username,timestamp,content,retweets,likes,replies,composite_signal,signal_confidence,trading_signal
user_174,2025-08-31 07:54:10+00:00,This is a sample tweet about Indian stock market #nifty50,795,267,63,-0.5041585257665804,0.7525805793553525,STRONG_SELL
user_480,2025-08-31 07:53:55+00:00,This is a sample tweet about Indian stock market #banknifty,431,2685,274,0.47912864724585924,0.7648641721657408,BUY
user_220,2025-08-31 07:52:36+00:00,This is a sample tweet about Indian stock market #nifty50,53,1765,81,-0.5272310125295879,0.7412575906206988,STRONG_SELL
user_161,2025-08-31 07:51:45+00:00,This is a sample tweet about Indian stock market #nifty50,291,12,141,-0.9548542368713148,0.5313984193214483,HOLD
user_499,2025-08-31 07:51:28+00:00,This is a sample tweet about Indian stock market #intraday,208,334,393,0.17854638242157722,0.9123770793526211,HOLD
user_116,2025-08-31 07:50:05+00:00,This is a sample tweet about Indian stock market #sensex,590,2896,425,0.18708056330319622,0.9081888687373266,HOLD
user_90,2025-08-31 07:50:02+00:00,This is a sample tweet about Indian stock market #nifty50,469,2988,388,0.8051761055344808,0.6048540382306454,BUY
user_44,2025-08-31 07:49:51+00:00,This is a sample tweet about Indian stock market #sensex,898,918,136,-0.7767252504982289,0.6188164998575938,SELL
user_24,2025-08-31 07:49:22+00:00,This is a sample tweet about Indian stock market #banknifty,110,2920,8,-0.09992076650245318,0.9509631655622302,HOLD
user_278,2025-08-31 07:49:13+00:00,This is a sample tweet about Indian stock market #intraday,45,2360,405,0.892411507071758,0.5620426378378067,HOLD
user_457,2025-08-31 07:48:46+00:00,This is a sample tweet about Indian stock market #banknifty,791,605,286,-0.0436304878500839,0.9785880244514423,HOLD
user_478,2025-08-31 07:47:03+00:00,This is a sample tweet about Indian stock market #sensex,658,2889,302,0.06757513659858894,0.9668370159529011,HOLD
user_466,2025-08-31 07:46:17+00:00,This is a sample tweet about Indian stock market #sensex,810,1290,449,-0.24780175826391077,0.8783895058183189,SELL
user_73,2025-08-31 07:45:44+00:00,This is a sample tweet about Indian stock market #nifty50,520,1062,465,0.16034913634346143,0.921307508675679,HOLD
user_192,2025-08-31 07:45:21+00:00,This is a sample tweet about Indian stock market #intraday,331,2201,408,1.090097206215034,0.4650269599269925,HOLD
user_266,2025-08-31 07:45:00+00:00,This is a sample tweet about Indian stock market #banknifty,707,333,353,-0.13611730288997761,0.9331994551326052,HOLD
user_274,2025-08-31 07:44:07+00:00,This is a sample tweet about Indian stock market #nifty50,728,2906,462,1.1133750781632394,0.45360317693629915,HOLD
user_438,2025-08-31 07:43:29+00:00,This is a sample tweet about Indian stock market #sensex,651,570,309,-0.8951785516714394,0.5606846908097174,HOLD
user_190,2025-08-31 07:42:43+00:00,This is a sample tweet about Indian stock market #nifty50,31,1680,304,-0.25934615103997616,0.8727240120770292,SELL
user_286,2025-08-31 07:42:21+00:00,This is a sample tweet about Indian stock market #banknifty,686,937,493,0.29952224518185144,0.8530073050725536,BUY
user_434,2025-08-31 07:40:57+00:00,This is a sample tweet about Indian stock market #intraday,794,2467,344,1.5284570159752908,0.2498987321540559,HOLD
user_191,2025-08-31 07:40:49+00:00,This is a sample tweet about Indian stock market #sensex,663,2794,415,0.19633384443355995,0.9036477545057354,HOLD
user_65,2025-08-31 07:40:41+00:00,This is a sample tweet about Indian stock market #nifty50,208,455,50,-0.9774768948002777,0.5202961873206797,HOLD
user_178,2025-08-31 07:40:24+00:00,This is a sample tweet about Indian stock market #banknifty,235,2646,29,-0.07021437034564523,0.9655417930195009,HOLD
user_285,2025-08-31 07:40:03+00:00,This is a sample tweet about Indian stock market #nifty50,359,2709,220,0.34549253209466035,0.8304470563144052,BUY
user_114,2025-08-31 07:39:39+00:00,This is a sample tweet about Indian stock market #banknifty,91,1678,142,-0.4405674808360612,0.7837883417768519,SELL
user_320,2025-08-31 07:39:32+00:00,This is a sample tweet about Indian stock market #intraday,378,782,177,0.20644805808888894,0.8986841314487364,BUY
user_285,2025-08-31 07:39:10+00:00,This is a sample tweet about Indian stock market #intraday,885,2645,50,1.2590381330523146,0.3821179856560656,HOLD
user_66,2025-08-31 07:38:03+00:00,This is a sample tweet about Indian stock market #banknifty,911,2713,254,0.897509062732611,0.5595409757536549,HOLD
user_333,2025-08-31 07:36:25+00:00,This is a sample tweet about Indian stock market #banknifty,572,2036,9,-0.04755265358091487,0.9766631934246954,HOLD
user_424,2025-08-31 07:36:00+00:00,This is a sample tweet about Indian stock market #nifty50,437,2105,1,-0.1529331396658914,0.924946962354812,HOLD
user_404,2025-08-31 07:35:38+00:00,This is a sample tweet about Indian stock market #nifty50,777,416,379,-0.00029104682240707613,0.9998571666797249,HOLD
user_143,2025-08-31 07:35:02+00:00,This is a sample tweet about Indian stock market #intraday,85,1876,129,0.3268753216630662,0.8395835861628307,BUY
user_99,2025-08-31 07:33:26+00:00,This is a sample tweet about Indian stock market #banknifty,874,819,66,-0.1980289835580895,0.9028158527949293,HOLD
user_64,2025-08-31 07:32:51+00:00,This is a sample tweet about Indian stock market #nifty50,610,2157,301,0.46068400470110443,0.773916013083202,BUY
user_242,2025-08-31 07:31:45+00:00,This is a sample tweet about Indian stock market #banknifty,788,1189,6,-0.2088602494990634,0.8975003311742463,SELL
user_484,2025-08-31 07:31:44+00:00,This is a sample tweet about Indian stock market #nifty50,169,916,9,-0.8801729037436288,0.5680488203978291,HOLD
user_326,2025-08-31 07:31:29+00:00,This is a sample tweet about Indian stock market #nifty50,857,2697,162,0.7084516041318998,0.6523222825944213,BUY
user_431,2025-08-31 07:31:27+00:00,This is a sample tweet about Indian stock market #intraday,962,2466,397,1.757370534702659,0.13755777730233576,HOLD
user_213,2025-08-31 07:30:05+00:00,This is a sample tweet about Indian stock market #banknifty,492,682,58,-0.6134752898095218,0.698932591581811,SELL
user_223,2025-08-31 07:29:05+00:00,This is a sample tweet about Indian stock market #nifty50,458,126,229,-0.628177653648408,0.6917173008404852,SELL
user_403,2025-08-31 07:29:00+00:00,This is a sample tweet about Indian stock market #intraday,804,443,220,0.5141788569112808,0.7476630298153144,STRONG_BUY
user_79,2025-08-31 07:28:51+00:00,This is a sample tweet about Indian stock market #nifty50,741,2320,348,0.7156682005801211,0.6487806860112231,BUY
user_40,2025-08-31 07:27:53+00:00,This is a sample tweet about Indian stock market #banknifty,852,176,204,-0.2859398756062512,0.8596729505781358,SELL
user_93,2025-08-31 07:27:47+00:00,This is a sample tweet about Indian stock market #banknifty,765,636,181,-0.2065285594094474,0.8986446248469924,SELL
user_87,2025-08-31 07:27:45+00:00,This is a sample tweet about Indian stock market #intraday,797,2778,330,1.6405076592817514,0.19490907347955355,HOLD
user_267,2025-08-31 07:27:35+00:00,This is a sample tweet about Indian stock market #banknifty,887,1914,345,0.6746270100184679,0.6689219453024171,BUY
user_109,2025-08-31 07:27:08+00:00,This is a sample tweet about Indian stock market #intraday,200,1686,314,0.6202654686121536,0.6956002625234723,BUY
user_465,2025-08-31 07:24:15+00:00,This is a sample tweet about Indian stock market #intraday,944,2755,105,1.4381741518439846,0.2942056967214852,HOLD
user_18,2025-08-31 07:22:47+00:00,This is a sample tweet about Indian stock market #banknifty,389,876,163,-0.4738938197277536,0.7674332014006138,SELL
user_450,2025-08-31 07:22:44+00:00,This is a sample tweet about Indian stock market #banknifty,867,2236,251,0.6544092323698207,0.678843965018229,BUY
user_135,2025-08-31 07:22:42+00:00,This is a sample tweet about Indian stock market #nifty50,68,1929,48,-0.49310085204411097,0.7580072122223281,SELL
user_222,2025-08-31 07:21:19+00:00,This is a sample tweet about Indian stock market #intraday,407,1668,481,1.0427597710958458,0.48825814649511523,HOLD
user_236,2025-08-31 07:21:05+00:00,This is a sample tweet about Indian stock market #banknifty,387,2483,107,0.11289729314870192,0.9445948418293065,HOLD
user_356,2025-08-31 07:20:30+00:00,This is a sample tweet about Indian stock market #nifty50,271,359,40,-0.9748000120801497,0.5216098867582538,HOLD
user_63,2025-08-31 07:20:19+00:00,This is a sample tweet about Indian stock market #intraday,97,2191,415,0.8836713913618122,0.5663319124504573,HOLD
user_313,2025-08-31 07:19:45+00:00,This is a sample tweet about Indian stock market #sensex,69,2938,95,-0.74673418814781,0.6335348292956915,SELL
user_324,2025-08-31 07:19:26+00:00,This is a sample tweet about Indian stock market #sensex,774,1237,167,-0.7113839648986613,0.6508832054689683,SELL
user_62,2025-08-31 07:17:56+00:00,This is a sample tweet about Indian stock market #nifty50,419,2750,146,0.3097666326912536,0.8479797982609182,BUY
user_22,2025-08-31 07:17:29+00:00,This is a sample tweet about Indian stock market #intraday,301,1697,360,0.7832156278672842,0.6156313005078942,BUY
user_375,2025-08-31 07:17:24+00:00,This is a sample tweet about Indian stock market #sensex,883,2070,20,-0.47835792807374167,0.7652424081397442,SELL
user_109,2025-08-31 07:17:00+00:00,This is a sample tweet about Indian stock market #banknifty,879,1468,114,0.1465949452537576,0.9280574768244392,HOLD
user_281,2025-08-31 07:16:08+00:00,This is a sample tweet about Indian stock market #nifty50,164,1356,17,-0.6897241318800843,0.6615129242237341,SELL
user_188,2025-08-31 07:15:40+00:00,This is a sample tweet about Indian stock market #banknifty,824,2716,216,0.7646996365156734,0.6247181563652082,BUY
user_211,2025-08-31 07:15:36+00:00,This is a sample tweet about Indian stock market #banknifty,481,2227,442,0.5771713160971323,0.7167490276509219,STRONG_BUY
user_40,2025-08-31 07:14:59+00:00,This is a sample tweet about Indian stock market #intraday,20,876,460,0.33092812562021906,0.8375946434874283,BUY
user_35,2025-08-31 07:14:47+00:00,This is a sample tweet about Indian stock market #banknifty,285,2230,142,-0.034399591725904496,0.9831181530803348,HOLD
user_189,2025-08-31 07:14:41+00:00,This is a sample tweet about Indian stock market #nifty50,392,2558,2,-0.0035225780313900557,0.9982712695091753,HOLD
user_60,2025-08-31 07:14:36+00:00,This is a sample tweet about Indian stock market #sensex,980,1763,197,-0.26166926368088705,0.8715839278488939,SELL
user_385,2025-08-31 07:14:26+00:00,This is a sample tweet about Indian stock market #sensex,163,598,439,-1.1380136250740414,0.4415116329265514,HOLD
user_415,2025-08-31 07:14:13+00:00,This is a sample tweet about Indian stock market #banknifty,121,1532,340,-0.18714823739829378,0.9081556571886856,HOLD
user_115,2025-08-31 07:13:35+00:00,This is a sample tweet about Indian stock market #sensex,212,1776,2,-1.236068167295281,0.3933906614700702,HOLD
user_3,2025-08-31 07:13:08+00:00,This is a sample tweet about Indian stock market #intraday,37,2401,162,0.5499622423537961,0.7301020761818726,STRONG_BUY
user_478,2025-08-31 07:12:59+00:00,This is a sample tweet about Indian stock market #intraday,610,824,441,0.8172634899811856,0.5989220674237142,HOLD
user_500,2025-08-31 07:12:09+00:00,This is a sample tweet about Indian stock market #sensex,174,313,269,-1.4932636245155515,0.26717014199930156,HOLD
user_284,2025-08-31 07:11:50+00:00,This is a sample tweet about Indian stock market #nifty50,24,2559,460,0.326815185891133,0.8396130982251906,BUY
user_100,2025-08-31 07:11:19+00:00,This is a sample tweet about Indian stock market #intraday,972,914,37,0.5976913507663514,0.7066786731295012,STRONG_BUY
user_144,2025-08-31 07:11:06+00:00,This is a sample tweet about Indian stock market #sensex,466,2413,477,-0.051404103785917254,0.9747730665505848,HOLD
user_369,2025-08-31 07:09:39+00:00,This is a sample tweet about Indian stock market #banknifty,363,2727,42,0.09857982383105475,0.9516212428175344,HOLD
user_262,2025-08-31 07:09:32+00:00,This is a sample tweet about Indian stock market #nifty50,495,2191,442,0.5748747326146212,0.7178760925038687,STRONG_BUY
user_241,2025-08-31 07:08:24+00:00,This is a sample tweet about Indian stock market #banknifty,693,1221,283,0.11980987873309322,0.9412024407629037,HOLD
user_173,2025-08-31 07:07:24+00:00,This is a sample tweet about Indian stock market #banknifty,811,2820,19,0.5106558862175732,0.7493919530079944,STRONG_BUY
user_187,2025-08-31 07:06:46+00:00,This is a sample tweet about Indian stock market #sensex,33,1513,227,-1.1819849605291315,0.41993238396566623,HOLD
user_30,2025-08-31 07:06:36+00:00,This is a sample tweet about Indian stock market #nifty50,206,2977,188,0.27192263918536175,0.8665520101140659,BUY
user_435,2025-08-31 07:06:34+00:00,This is a sample tweet about Indian stock market #intraday,781,2391,477,1.6777898451222109,0.17661257277675013,HOLD
user_99,2025-08-31 07:05:24+00:00,This is a sample tweet about Indian stock market #intraday,188,682,80,-0.14831814633526696,0.9272118035065228,HOLD
user_32,2025-08-31 07:05:13+00:00,This is a sample tweet about Indian stock market #banknifty,952,1468,310,0.4969986862493438,0.756094322066674,BUY
user_444,2025-08-31 07:05:12+00:00,This is a sample tweet about Indian stock market #nifty50,760,2347,257,0.6122459500160173,0.6995358989225355,BUY
user_135,2025-08-31 07:04:23+00:00,This is a sample tweet about Indian stock market #banknifty,927,2685,413,1.1308639340765876,0.4450203951788372,HOLD
user_257,2025-08-31 07:03:29+00:00,This is a sample tweet about Indian stock market #nifty50,469,107,484,-0.2564393972469571,0.8741505223960442,SELL
user_386,2025-08-31 07:03:20+00:00,This is a sample tweet about Indian stock market #banknifty,566,2208,7,0.01579038885855795,0.9922507531590428,HOLD
user_18,2025-08-31 07:03:02+00:00,This is a sample tweet about Indian stock market #sensex,435,57,294,-1.3268066467346216,0.34886010041504945,HOLD
user_80,2025-08-31 07:02:58+00:00,This is a sample tweet about Indian stock market #sensex,328,2202,336,-0.46901989860000015,0.7698251132300584,SELL
user_109,2025-08-31 07:02:41+00:00,This is a sample tweet about Indian stock market #nifty50,584,1454,490,0.41806904213687146,0.7948296122976632,BUY
user_391,2025-08-31 07:02:35+00:00,This is a sample tweet about Indian stock market #banknifty,89,2612,160,-0.02700188200134633,0.9867486323058212,HOLD
user_270,2025-08-31 07:01:52+00:00,This is a sample tweet about Indian stock market #nifty50,610,1347,489,0.39562292148791495,0.805845207359237,BUY
user_369,2025-08-31 07:01:36+00:00,This is a sample tweet about Indian stock market #nifty50,226,1343,499,0.05988944070013129,0.9706088264634065,HOLD
user_99,2025-08-31 07:00:17+00:00,This is a sample tweet about Indian stock market #banknifty,285,2327,191,0.07706462385075435,0.9621799818690768,HOLD
user_370,2025-08-31 07:00:04+00:00,This is a sample tweet about Indian stock market #intraday,873,330,270,0.6021982850547619,0.7044668627295352,STRONG_BUY
user_307,2025-08-31 06:59:32+00:00,This is a sample tweet about Indian stock market #intraday,57,723,161,-0.13271508182330027,0.9348691195778158,HOLD
user_357,2025-08-31 06:58:39+00:00,This is a sample tweet about Indian stock market #intraday,273,1054,81,0.08533520971330388,0.9581211324042336,HOLD
user_211,2025-08-31 06:58:22+00:00,This is a sample tweet about Indian stock market #sensex,888,2479,230,0.0010859565602091004,0.9994670590117188,HOLD
user_456,2025-08-31 06:58:05+00:00,This is a sample tweet about Indian stock market #nifty50,803,1067,392,0.31348916583106146,0.8461529383632673,BUY
user_444,2025-08-31 06:55:56+00:00,This is a sample tweet about Indian stock market #sensex,3,2278,288,-0.8019368559316726,0.606443723258449,SELL
user_170,2025-08-31 06:55:51+00:00,This is a sample tweet about Indian stock market #banknifty,987,971,189,0.1462084595239694,0.9282471474745709,HOLD
user_29,2025-08-31 06:55:20+00:00,This is a sample tweet about Indian stock market #sensex,811,765,425,-0.5005041058689729,0.7543740121897641,STRONG_SELL
user_401,2025-08-31 06:55:12+00:00,This is a sample tweet about Indian stock market #intraday,80,1677,338,0.542380998482674,0.7338226261091138,STRONG_BUY
user_470,2025-08-31 06:54:53+00:00,This is a sample tweet about Indian stock market #banknifty,757,630,177,-0.22208984778036836,0.8910078107172237,SELL
user_463,2025-08-31 06:54:15+00:00,This is a sample tweet about Indian stock market #banknifty,161,474,231,-0.7498255080481275,0.6320177418327732,SELL
user_226,2025-08-31 06:53:57+00:00,This is a sample tweet about Indian stock market #intraday,401,381,194,0.08483559260878953,0.9583663230897529,HOLD
user_101,2025-08-31 06:53:21+00:00,This is a sample tweet about Indian stock market #banknifty,96,2619,290,0.1707301784500465,0.9162129376381396,HOLD
user_282,2025-08-31 06:51:30+00:00,This is a sample tweet about Indian stock market #sensex,21,2610,319,-0.6022814465583968,0.704426050623824,STRONG_SELL
user_25,2025-08-31 06:51:17+00:00,This is a sample tweet about Indian stock market #nifty50,900,2030,166,0.4752799645442193,0.7667529408676822,BUY
user_287,2025-08-31 06:50:09+00:00,This is a sample tweet about Indian stock market #banknifty,568,873,397,0.026565967156390355,0.9869625606495401,HOLD
user_271,2025-08-31 06:48:44+00:00,This is a sample tweet about Indian stock market #nifty50,790,1167,134,-0.030653219357998123,0.9849567122505424,HOLD
user_134,2025-08-31 06:48:00+00:00,This is a sample tweet about Indian stock market #banknifty,201,217,317,-0.6959592885269124,0.6584529762781131,SELL
user_217,2025-08-31 06:47:56+00:00,This is a sample tweet about Indian stock market #sensex,594,1254,297,-0.679227000959027,0.6666644666814758,SELL
user_343,2025-08-31 06:47:06+00:00,This is a sample tweet about Indian stock market #banknifty,724,445,432,0.040520902811310586,0.9801140756623552,HOLD
user_462,2025-08-31 06:46:52+00:00,This is a sample tweet about Indian stock market #banknifty,61,688,487,-0.3802808945099035,0.8133744173842838,SELL
user_18,2025-08-31 06:46:46+00:00,This is a sample tweet about Indian stock market #banknifty,573,1543,228,0.06535856196223178,0.9679248158894571,HOLD
user_255,2025-08-31 06:46:23+00:00,This is a sample tweet about Indian stock market #banknifty,482,259,328,-0.40743881606651494,0.8000464721566739,SELL
user_378,2025-08-31 06:46:03+00:00,This is a sample tweet about Indian stock market #nifty50,899,1465,435,0.6288513075613783,0.6913867003401581,BUY
user_95,2025-08-31 06:44:55+00:00,This is a sample tweet about Indian stock market #banknifty,638,2440,485,0.8707971141370447,0.5726500565447721,HOLD
user_184,2025-08-31 06:44:32+00:00,This is a sample tweet about Indian stock market #banknifty,489,171,143,-0.7059565128806338,0.6535467665618511,SELL
user_253,2025-08-31 06:44:29+00:00,This is a sample tweet about Indian stock market #intraday,142,632,243,0.02538757639815037,0.9875408643849642,HOLD
user_172,2025-08-31 06:44:20+00:00,This is a sample tweet about Indian stock market #banknifty,63,538,8,-1.1353890829493416,0.44279964584067066,HOLD
user_373,2025-08-31 06:43:49+00:00,This is a sample tweet about Indian stock market #nifty50,947,2935,184,0.9212366335782873,0.5478964997963841,HOLD
user_23,2025-08-31 06:42:26+00:00,This is a sample tweet about Indian stock market #banknifty,140,2480,290,0.15273521749555496,0.9250440940826599,HOLD
user_139,2025-08-31 06:41:21+00:00,This is a sample tweet about Indian stock market #sensex,960,1557,154,-0.4280202919091871,0.7899459649377135,SELL
user_373,2025-08-31 06:40:08+00:00,This is a sample tweet about Indian stock market #nifty50,536,2930,111,0.44025323690936796,0.7839425592428065,BUY
user_91,2025-08-31 06:39:53+00:00,This is a sample tweet about Indian stock market #sensex,423,1148,150,-1.091732154729031,0.4642245971909831,HOLD
user_106,2025-08-31 06:39:23+00:00,This is a sample tweet about Indian stock market #banknifty,397,314,313,-0.48341646241537184,0.7627598960485044,SELL
user_102,2025-08-31 06:37:59+00:00,This is a sample tweet about Indian stock market #nifty50,304,564,53,-0.8405563396098494,0.5874909340286703,HOLD
user_78,2025-08-31 06:36:46+00:00,This is a sample tweet about Indian stock market #intraday,365,2238,235,0.8855835870988862,0.5653934886467409,HOLD
user_176,2025-08-31 06:34:54+00:00,This is a sample tweet about Indian stock market #banknifty,413,277,209,-0.6350827895124529,0.6883285557778944,SELL
user_75,2025-08-31 06:32:58+00:00,This is a sample tweet about Indian stock market #intraday,262,812,127,0.0411719564199689,0.9797945664238317,HOLD
user_365,2025-08-31 06:32:54+00:00,This is a sample tweet about Indian stock market #sensex,231,1163,103,-1.327897571728626,0.34832472113216817,HOLD
user_136,2025-08-31 06:32:48+00:00,This is a sample tweet about Indian stock market #sensex,736,536,57,-1.1975170385080711,0.41230990504574017,HOLD
user_106,2025-08-31 06:32:05+00:00,This is a sample tweet about Indian stock market #intraday,318,1771,354,0.8207914659895436,0.597190687836889,HOLD
user_424,2025-08-31 06:31:19+00:00,This is a sample tweet about Indian stock market #nifty50,493,2426,144,0.2389967145096925,0.8827106443354281,BUY
user_340,2025-08-31 06:31:11+00:00,This is a sample tweet about Indian stock market #sensex,228,190,452,-1.2302183326569538,0.39626150987014663,HOLD
user_192,2025-08-31 06:30:55+00:00,This is a sample tweet about Indian stock market #sensex,73,1219,441,-0.9579790691093513,0.5298648854378922,HOLD
user_101,2025-08-31 06:30:38+00:00,This is a sample tweet about Indian stock market #banknifty,628,2890,402,0.9289529170997957,0.5441096781899886,HOLD
user_451,2025-08-31 06:30:04+00:00,This is a sample tweet about Indian stock market #intraday,556,1336,439,0.9787464156483763,0.5196731608385714,HOLD
user_371,2025-08-31 06:28:53+00:00,This is a sample tweet about Indian stock market #intraday,660,2082,174,0.9999085796348162,0.5092876767388019,HOLD
user_11,2025-08-31 06:27:52+00:00,This is a sample tweet about Indian stock market #banknifty,449,1752,388,0.2718631824151303,0.8665811889514599,BUY
user_270,2025-08-31 06:27:13+00:00,This is a sample tweet about Indian stock market #intraday,52,2537,471,1.0682181699830027,0.4757642542344952,HOLD
user_367,2025-08-31 06:26:57+00:00,This is a sample tweet about Indian stock market #nifty50,650,2215,478,0.7777629752232176,0.6183072289891594,BUY
user_115,2025-08-31 06:26:08+00:00,This is a sample tweet about Indian stock market #banknifty,397,2175,176,0.09363063258135268,0.9540500940004017,HOLD
user_30,2025-08-31 06:25:49+00:00,This is a sample tweet about Indian stock market #banknifty,484,1379,24,-0.37952059167082963,0.8137475414679679,SELL
user_195,2025-08-31 06:25:36+00:00,This is a sample tweet about Indian stock market #nifty50,555,1767,7,-0.17800107930852838,0.9126446907752417,HOLD
user_8,2025-08-31 06:24:55+00:00,This is a sample tweet about Indian stock market #sensex,629,1000,234,-0.8446536821977881,0.5854801337000455,HOLD
user_52,2025-08-31 06:24:30+00:00,This is a sample tweet about Indian stock market #sensex,348,2133,373,-0.4259856638475742,0.7909444732847977,SELL
user_454,2025-08-31 06:21:18+00:00,This is a sample tweet about Indian stock market #sensex,237,2498,487,-0.20934672412948888,0.8972615902523604,SELL
user_62,2025-08-31 06:20:34+00:00,This is a sample tweet about Indian stock market #sensex,78,1735,463,-0.7064809672795139,0.6532893867955798,SELL
user_347,2025-08-31 06:18:46+00:00,This is a sample tweet about Indian stock market #banknifty,740,2267,151,0.40708024142137267,0.8002224452413771,BUY
user_318,2025-08-31 06:18:06+00:00,This is a sample tweet about Indian stock market #sensex,983,1847,12,-0.4921290924387095,0.7584841102341365,SELL
user_39,2025-08-31 06:17:40+00:00,This is a sample tweet about Indian stock market #banknifty,601,1833,272,0.2754317985044954,0.8648298649527406,BUY
user_225,2025-08-31 06:17:40+00:00,This is a sample tweet about Indian stock market #intraday,283,2161,75,0.5471062371683146,0.7315036812569341,STRONG_BUY
user_458,2025-08-31 06:15:16+00:00,This is a sample tweet about Indian stock market #sensex,984,2004,447,0.20483318800823297,0.8994766405492514,BUY
user_252,2025-08-31 06:14:18+00:00,This is a sample tweet about Indian stock market #intraday,308,1245,385,0.6374207174358716,0.6871812008433684,BUY
user_301,2025-08-31 06:13:45+00:00,This is a sample tweet about Indian stock market #sensex,289,2404,219,-0.5898427003025397,0.7105304547643478,STRONG_SELL
user_364,2025-08-31 06:11:09+00:00,This is a sample tweet about Indian stock market #banknifty,197,671,309,-0.5219628059540141,0.7438430008679675,STRONG_SELL
user_33,2025-08-31 06:10:54+00:00,This is a sample tweet about Indian stock market #sensex,463,836,347,-0.8998734045442314,0.5583806580136206,HOLD
user_238,2025-08-31 06:10:22+00:00,This is a sample tweet about Indian stock market #nifty50,76,573,435,-0.489980755181064,0.759538422186568,SELL
user_230,2025-08-31 06:09:40+00:00,This is a sample tweet about Indian stock market #intraday,68,2166,135,0.44101285371192817,0.7835697718364731,BUY
user_317,2025-08-31 06:06:17+00:00,This is a sample tweet about Indian stock market #sensex,219,1408,36,-1.3338050361425895,0.34542559050542876,HOLD
user_264,2025-08-31 06:05:33+00:00,This is a sample tweet about Indian stock market #sensex,154,1081,117,-1.411673211255475,0.30721122381631694,HOLD
user_83,2025-08-31 06:03:24+00:00,This is a sample tweet about Indian stock market #nifty50,396,1538,444,0.2157430415569881,0.8941225514951258,BUY
user_306,2025-08-31 06:02:09+00:00,This is a sample tweet about Indian stock market #nifty50,166,1618,352,-0.09306026080253842,0.9543300080509519,HOLD
user_56,2025-08-31 06:01:56+00:00,This is a sample tweet about Indian stock market #nifty50,840,1251,373,0.39622073969283184,0.8055518237777803,BUY
user_445,2025-08-31 06:00:51+00:00,This is a sample tweet about Indian stock market #nifty50,80,2291,370,0.13547363679474916,0.9335153388958073,HOLD
user_133,2025-08-31 05:59:50+00:00,This is a sample tweet about Indian stock market #sensex,645,2796,312,0.03150984522302264,0.9845363169494579,HOLD
user_191,2025-08-31 05:59:29+00:00,This is a sample tweet about Indian stock market #banknifty,118,1824,13,-0.5422178423912821,0.7339026961338067,STRONG_SELL
user_218,2025-08-31 05:58:37+00:00,This is a sample tweet about Indian stock market #nifty50,108,995,37,-0.8620253396504578,0.5769548679296382,HOLD
user_56,2025-08-31 05:58:37+00:00,This is a sample tweet about Indian stock market #banknifty,592,2470,302,0.5762516243882481,0.7172003729682263,STRONG_BUY
user_463,2025-08-31 05:56:37+00:00,This is a sample tweet about Indian stock market #banknifty,539,1547,240,0.05355972161334631,0.9737151816061951,HOLD
user_120,2025-08-31 05:56:12+00:00,This is a sample tweet about Indian stock market #banknifty,780,2110,299,0.592507109224905,0.7092228769326924,STRONG_BUY
user_477,2025-08-31 05:52:20+00:00,This is a sample tweet about Indian stock market #sensex,693,203,170,-1.211525941837987,0.40543493503410666,HOLD
user_468,2025-08-31 05:52:06+00:00,This is a sample tweet about Indian stock market #intraday,82,2520,131,0.5954675257662244,0.7077700312341964,STRONG_BUY
user_137,2025-08-31 05:51:31+00:00,This is a sample tweet about Indian stock market #banknifty,547,721,187,-0.3602850786143344,0.8231875077742088,SELL
user_105,2025-08-31 05:51:13+00:00,This is a sample tweet about Indian stock market #intraday,424,1697,83,0.49329900986606934,0.7579099648467512,BUY
user_30,2025-08-31 05:50:58+00:00,This is a sample tweet about Indian stock market #banknifty,358,1323,495,0.1655733781844472,0.9187436744379482,HOLD
user_75,2025-08-31 05:50:54+00:00,This is a sample tweet about Indian stock market #nifty50,911,2610,211,0.7922422532173967,0.6112014192297679,BUY
user_134,2025-08-31 05:49:03+00:00,This is a sample tweet about Indian stock market #sensex,643,876,265,-0.8386876478106999,0.588408007962124,HOLD
user_164,2025-08-31 05:48:00+00:00,This is a sample tweet about Indian stock market #nifty50,506,1970,479,0.5463866800480149,0.7318568090862306,STRONG_BUY
user_421,2025-08-31 05:47:20+00:00,This is a sample tweet about Indian stock market #banknifty,521,1524,453,0.3364197788922001,0.8348995751676596,BUY
user_72,2025-08-31 05:46:30+00:00,This is a sample tweet about Indian stock market #sensex,363,1942,290,-0.6123025179557228,0.6995081377994894,SELL
user_327,2025-08-31 05:46:01+00:00,This is a sample tweet about Indian stock market #banknifty,718,2868,105,0.5709182348017113,0.7198177722466907,STRONG_BUY
user_395,2025-08-31 05:45:08+00:00,This is a sample tweet about Indian stock market #sensex,898,219,165,-1.0260237530994414,0.4964714676330907,HOLD
user_430,2025-08-31 05:44:50+00:00,This is a sample tweet about Indian stock market #banknifty,53,2183,425,0.14568470454035187,0.9285041839977743,HOLD
user_472,2025-08-31 05:44:47+00:00,This is a sample tweet about Indian stock market #banknifty,424,2471,326,0.4589646963972832,0.7747597759924857,BUY
user_177,2025-08-31 05:44:39+00:00,This is a sample tweet about Indian stock market #banknifty,470,2789,316,0.6187635119164356,0.6963373585686554,BUY
user_13,2025-08-31 05:43:18+00:00,This is a sample tweet about Indian stock market #intraday,110,2373,331,0.8495539325485293,0.5830753006151521,HOLD
